"Year","Fruit","District","Production","Extent"
2004,"Plantains","Gampaha",2339,3004
2004,"Plantains","Kaluthara",1043,1066
2004,"Plantains","Kandy",1170,3149
2004,"Plantains","Matale",1033,1785
2004,"Plantains","Nuwara Eliya",785,1129
2004,"Plantains","Galle",470,835
2004,"Plantains","Matara",1295,1464
2004,"Plantains","Hanbantota",4460,5286
2004,"Plantains","Jaffna",585,551
2004,"Plantains","Mannar",69,119
2004,"Plantains","Vavuniya",53,70
2004,"Plantains","Mullativu",13,20
2004,"Plantains","Kilinochchi",393,366
2004,"Plantains","Batticaloa",190,369
2004,"Plantains","Ampara",1042,1557
2004,"Plantains","Trincomalee",134,289
2004,"Plantains","Kurunegala",6269,9207
2004,"Plantains","Puttalam",653,1693
2004,"Plantains","Anuradhapura",905,1721
2004,"Plantains","Polonnaruwa",471,912
2004,"Plantains","Badulla",1094,1717
2004,"Plantains","Monaragala",2515,4556
2004,"Plantains","Ratnapura",4288,5378
2004,"Plantains","Kegalle",2258,3580
2005,"Plantains","Colombo",228,404
2005,"Plantains","Gampaha",2222,2943
2005,"Plantains","Kaluthara",1330,1521
2005,"Plantains","Kandy",1212,3251
2005,"Plantains","Matale",1138,1746
2005,"Plantains","Nuwara Eliya",730,1247
2005,"Plantains","Galle",667,1142
2005,"Plantains","Matara",1092,1325
2005,"Plantains","Hanbantota",3293,3716
2005,"Plantains","Jaffna",617,586
2005,"Plantains","Mannar",57,100
2005,"Plantains","Vavuniya",231,419
2005,"Plantains","Mullativu",18,25
2005,"Plantains","Kilinochchi",393,366
2005,"Plantains","Batticaloa",167,347
2005,"Plantains","Ampara",870,1534
2005,"Plantains","Trincomalee",113,259
2005,"Plantains","Kurunegala",7105,9107
2005,"Plantains","Puttalam",687,1810
2005,"Plantains","Anuradhapura",994,2175
2005,"Plantains","Polonnaruwa",516,1004
2005,"Plantains","Badulla",1025,1712
2005,"Plantains","Monaragala",2525,4629
2005,"Plantains","Ratnapura",4256,5455
2005,"Plantains","Kegalle",2405,3697
2006,"Plantains","Colombo",210,502
2006,"Plantains","Gampaha",2264,3003
2006,"Plantains","Kaluthara",978,1396
2006,"Plantains","Kandy",1281,3436
2006,"Plantains","Matale",1110,1636
2006,"Plantains","Nuwara Eliya",737,1219
2006,"Plantains","Galle",691,1250
2006,"Plantains","Matara",1106,1287
2006,"Plantains","Hanbantota",2580,2803
2006,"Plantains","Jaffna",606,565
2006,"Plantains","Mannar",59,104
2006,"Plantains","Vavuniya",150,263
2006,"Plantains","Mullativu",23,29
2006,"Plantains","Kilinochchi",393,366
2006,"Plantains","Batticaloa",337,372
2006,"Plantains","Ampara",180,818
2006,"Plantains","Trincomalee",109,255
2006,"Plantains","Kurunegala",6209,8311
2006,"Plantains","Puttalam",687,1810
2006,"Plantains","Anuradhapura",1156,2208
2006,"Plantains","Polonnaruwa",541,1005
2006,"Plantains","Badulla",1074,1815
2006,"Plantains","Monaragala",2261,4482
2006,"Plantains","Ratnapura",4154,5570
2006,"Plantains","Kegalle",2434,3717
2007,"Plantains","Colombo",169,643
2007,"Plantains","Gampaha",2040,3216
2007,"Plantains","Kaluthara",964,1256
2007,"Plantains","Kandy",1366,3377
2007,"Plantains","Matale",1159,1681
2007,"Plantains","Nuwara Eliya",852,1286
2007,"Plantains","Galle",614,1285
2007,"Plantains","Matara",1073,1306
2007,"Plantains","Hanbantota",2650,2915
2007,"Plantains","Jaffna",606,565
2007,"Plantains","Mannar",52,81
2007,"Plantains","Vavuniya",94,181
2007,"Plantains","Mullativu",23,29
2007,"Plantains","Kilinochchi",393,366
2007,"Plantains","Batticaloa",140,312
2007,"Plantains","Ampara",223,851
2007,"Plantains","Trincomalee",106,249
2007,"Plantains","Kurunegala",6330,8369
2007,"Plantains","Puttalam",706,1576
2007,"Plantains","Anuradhapura",1422,2636
2007,"Plantains","Polonnaruwa",403,980
2007,"Plantains","Badulla",1124,1857
2007,"Plantains","Monaragala",2956,4502
2007,"Plantains","Ratnapura",4463,5717
2007,"Plantains","Kegalle",2285,3511
2008,"Plantains","Colombo",208,481
2008,"Plantains","Gampaha",1599,2586
2008,"Plantains","Kaluthara",897,1343
2008,"Plantains","Kandy",2358,3074
2008,"Plantains","Matale",1525,1721
2008,"Plantains","Nuwara Eliya",740,1179
2008,"Plantains","Galle",511,1469
2008,"Plantains","Matara",1160,1453
2008,"Plantains","Hanbantota",1857,2041
2008,"Plantains","Jaffna",606,565
2008,"Plantains","Mannar",40,68
2008,"Plantains","Vavuniya",114,185
2008,"Plantains","Mullativu",9,12
2008,"Plantains","Kilinochchi",77,146
2008,"Plantains","Batticaloa",176,460
2008,"Plantains","Ampara",272,1272
2008,"Plantains","Trincomalee",102,246
2008,"Plantains","Kurunegala",6414,8362
2008,"Plantains","Puttalam",599,1678
2008,"Plantains","Anuradhapura",810,2388
2008,"Plantains","Polonnaruwa",423,992
2008,"Plantains","Badulla",1081,1947
2008,"Plantains","Monaragala",4327,4927
2008,"Plantains","Ratnapura",5199,5705
2008,"Plantains","Kegalle",1638,2710
2010,"Plantains","Colombo",262,517
2010,"Plantains","Gampaha",1639,2819
2010,"Plantains","Kaluthara",1143,1628
2010,"Plantains","Kandy",2036,3248
2010,"Plantains","Matale",1166,1874
2010,"Plantains","Nuwara Eliya",638,993
2010,"Plantains","Galle",545,1667
2010,"Plantains","Matara",1180,1496
2010,"Plantains","Hanbantota",3010,4785
2010,"Plantains","Jaffna",392,313
2010,"Plantains","Mannar",113,267
2010,"Plantains","Vavuniya",0,0
2010,"Plantains","Mullativu",2,10
2010,"Plantains","Kilinochchi",50,89
2010,"Plantains","Batticaloa",276,549
2010,"Plantains","Ampara",566,993
2010,"Plantains","Trincomalee",127,310
2010,"Plantains","Kurunegala",6256,7874
2010,"Plantains","Puttalam",427,1816
2010,"Plantains","Anuradhapura",1407,2346
2010,"Plantains","Polonnaruwa",436,962
2010,"Plantains","Badulla",1407,2181
2010,"Plantains","Monaragala",4903,5545
2010,"Plantains","Ratnapura",5655,6202
2010,"Plantains","Kegalle",1564,2711
2011,"Plantains","Colombo",263,532
2011,"Plantains","Gampaha",2149,3114
2011,"Plantains","Kaluthara",952,1353
2011,"Plantains","Kandy",2273,3384
2011,"Plantains","Matale",1166,1874
2011,"Plantains","Nuwara Eliya",588,1003
2011,"Plantains","Galle",555,1709
2011,"Plantains","Matara",1100,1617
2011,"Plantains","Hanbantota",3212,4883
2011,"Plantains","Jaffna",493,498
2011,"Plantains","Vavuniya",25,60
2011,"Plantains","Mullativu",275,160
2011,"Plantains","Kilinochchi",58,105
2011,"Plantains","Batticaloa",197,449
2011,"Plantains","Ampara",429,919
2011,"Plantains","Trincomalee",138,329
2011,"Plantains","Kurunegala",5886,7308
2011,"Plantains","Puttalam",1152,2172
2011,"Plantains","Anuradhapura",1441,2627
2011,"Plantains","Polonnaruwa",330,939
2011,"Plantains","Badulla",1621,2534
2011,"Plantains","Monaragala",4903,5545
2011,"Plantains","Ratnapura",6330,6514
2011,"Plantains","Kegalle",1593,2671
2012,"Plantains","Colombo",270,526
2012,"Plantains","Gampaha",2361,3222
2012,"Plantains","Kaluthara",1023,1436
2012,"Plantains","Kandy",2198,3249
2012,"Plantains","Matale",1580,1869
2012,"Plantains","Nuwara Eliya",616,1044
2012,"Plantains","Galle",700,1913
2012,"Plantains","Matara",1847,1572
2012,"Plantains","Hanbantota",3477,4187
2012,"Plantains","Jaffna",367,374
2012,"Plantains","Mannar",103,210
2012,"Plantains","Vavuniya",158,147
2012,"Plantains","Mullativu",645,395
2012,"Plantains","Kilinochchi",70,108
2012,"Plantains","Batticaloa",181,405
2012,"Plantains","Ampara",734,1025
2012,"Plantains","Trincomalee",160,316
2012,"Plantains","Kurunegala",4294,5631
2012,"Plantains","Puttalam",1650,2029
2012,"Plantains","Anuradhapura",1377,2743
2012,"Plantains","Polonnaruwa",362,1015
2012,"Plantains","Badulla",1710,2620
2012,"Plantains","Monaragala",4969,6305
2012,"Plantains","Ratnapura",6860,7002
2012,"Plantains","Kegalle",1670,2575
2013,"Plantains","Colombo",278,536
2013,"Plantains","Gampaha",2407,3298
2013,"Plantains","Kaluthara",945,1387
2013,"Plantains","Kandy",2379,3174
2013,"Plantains","Matale",1516,1728
2013,"Plantains","Nuwara Eliya",609,971
2013,"Plantains","Galle",679,1542
2013,"Plantains","Matara",1893,1897
2013,"Plantains","Hanbantota",2839,3391
2013,"Plantains","Jaffna",431,488
2013,"Plantains","Mannar",102,314
2013,"Plantains","Vavuniya",57,132
2013,"Plantains","Mullativu",80,172
2013,"Plantains","Kilinochchi",124,227
2013,"Plantains","Batticaloa",294,415
2013,"Plantains","Ampara",593,1078
2013,"Plantains","Trincomalee",160,316
2013,"Plantains","Kurunegala",3933,5235
2013,"Plantains","Puttalam",1513,2158
2013,"Plantains","Anuradhapura",1446,2442
2013,"Plantains","Polonnaruwa",326,899
2013,"Plantains","Badulla",1574,2369
2013,"Plantains","Monaragala",6344,7581
2013,"Plantains","Ratnapura",7462,7609
2013,"Plantains","Kegalle",1693,2741
2014,"Plantains","Colombo",1276,1711
2014,"Plantains","Gampaha",2793,3949
2014,"Plantains","Kaluthara",926,1193
2014,"Plantains","Kandy",4692,3029
2014,"Plantains","Matale",1594,1699
2014,"Plantains","Nuwara Eliya",594,997
2014,"Plantains","Galle",708,1629
2014,"Plantains","Matara",6019,1915
2014,"Plantains","Hanbantota",3147,6716
2014,"Plantains","Jaffna",475,651
2014,"Plantains","Mannar",46,99
2014,"Plantains","Vavuniya",218,374
2014,"Plantains","Mullativu",80,172
2014,"Plantains","Kilinochchi",1110,185
2014,"Plantains","Batticaloa",179,332
2014,"Plantains","Ampara",2642,990
2014,"Plantains","Trincomalee",197,417
2014,"Plantains","Kurunegala",3669,4965
2014,"Plantains","Puttalam",1392,1942
2014,"Plantains","Anuradhapura",1398,2145
2014,"Plantains","Polonnaruwa",355,901
2014,"Plantains","Badulla",1200,2070
2014,"Plantains","Monaragala",6952,7647
2014,"Plantains","Ratnapura",7667,7246
2014,"Plantains","Kegalle",1846,2634
2015,"Plantains","Colombo",1163,908
2015,"Plantains","Gampaha",5506,2709
2015,"Plantains","Kaluthara",985,1182
2015,"Plantains","Kandy",4772,3166
2015,"Plantains","Matale",1787,1685
2015,"Plantains","Nuwara Eliya",637,771
2015,"Plantains","Galle",801,1700
2015,"Plantains","Matara",3444,2338
2015,"Plantains","Hanbantota",3460,3534
2015,"Plantains","Jaffna",454,531
2015,"Plantains","Mannar",145,368
2015,"Plantains","Vavuniya",261,382
2015,"Plantains","Mullativu",80,172
2015,"Plantains","Kilinochchi",434,362
2015,"Plantains","Batticaloa",272,461
2015,"Plantains","Ampara",786,611
2015,"Plantains","Trincomalee",297,464
2015,"Plantains","Kurunegala",4487,6981
2015,"Plantains","Puttalam",1650,2121
2015,"Plantains","Anuradhapura",3023,1571
2015,"Plantains","Polonnaruwa",295,896
2015,"Plantains","Badulla",2080,2464
2015,"Plantains","Monaragala",8705,6962
2015,"Plantains","Ratnapura",8965,7471
2015,"Plantains","Kegalle",2077,2707
2016,"Plantains","Colombo",1614,893
2016,"Plantains","Gampaha",5419,2560
2016,"Plantains","Kaluthara",653,1641
2016,"Plantains","Kandy",5155,3100
2016,"Plantains","Matale",1594,1699
2016,"Plantains","Nuwara Eliya",594,997
2016,"Plantains","Galle",288,702
2016,"Plantains","Matara",3670,2125
2016,"Plantains","Hanbantota",1615,1354
2016,"Plantains","Jaffna",457,634
2016,"Plantains","Mannar",1110,185
2016,"Plantains","Vavuniya",127,324
2016,"Plantains","Mullativu",277,444
2016,"Plantains","Kilinochchi",80,172
2016,"Plantains","Batticaloa",198,460
2016,"Plantains","Ampara",2473,1134
2016,"Plantains","Trincomalee",197,417
2016,"Plantains","Kurunegala",5676,4421
2016,"Plantains","Puttalam",1415,1910
2016,"Plantains","Anuradhapura",1398,2145
2016,"Plantains","Polonnaruwa",580,838
2016,"Plantains","Badulla",2332,2069
2016,"Plantains","Monaragala",6952,7647
2016,"Plantains","Ratnapura",7994,6438
2016,"Plantains","Kegalle",2072,2708
2017,"Plantains","Colombo",788,442
2017,"Plantains","Gampaha",5014,2673
2017,"Plantains","Kaluthara",1056,1313
2017,"Plantains","Kandy",5124,2942
2017,"Plantains","Matale",1701,1655
2017,"Plantains","Nuwara Eliya",388,879
2017,"Plantains","Galle",1311,1693
2017,"Plantains","Matara",5448,2375
2017,"Plantains","Hanbantota",1855,2947
2017,"Plantains","Jaffna",488,533
2017,"Plantains","Mannar",1131,178
2017,"Plantains","Vavuniya",583,611
2017,"Plantains","Mullativu",371,435
2017,"Plantains","Kilinochchi",340,177
2017,"Plantains","Batticaloa",273,463
2017,"Plantains","Ampara",1866,1850
2017,"Plantains","Trincomalee",866,268
2017,"Plantains","Kurunegala",2065,3676
2017,"Plantains","Puttalam",1429,1631
2017,"Plantains","Anuradhapura",3376,3110
2017,"Plantains","Polonnaruwa",527,859
2017,"Plantains","Badulla",6609,2734
2017,"Plantains","Monaragala",8359,6572
2017,"Plantains","Ratnapura",8999,5775
2017,"Plantains","Kegalle",2101,2719
2018,"Plantains","Colombo",730,427
2018,"Plantains","Gampaha",4139,2659
2018,"Plantains","Kaluthara",1007,1171
2018,"Plantains","Kandy",4075,2969
2018,"Plantains","Matale",1408,1561
2018,"Plantains","Nuwara Eliya",360,822
2018,"Plantains","Galle",1260,1392
2018,"Plantains","Matara",2621,1891
2018,"Plantains","Hanbantota",3520,4045
2018,"Plantains","Jaffna",269,448
2018,"Plantains","Mannar",241,196
2018,"Plantains","Vavuniya",1874,362
2018,"Plantains","Mullativu",243,437
2018,"Plantains","Kilinochchi",1768,422
2018,"Plantains","Batticaloa",377,435
2018,"Plantains","Ampara",17257,1378
2018,"Plantains","Trincomalee",1545,472
2018,"Plantains","Kurunegala",2490,3502
2018,"Plantains","Puttalam",1854,1393
2018,"Plantains","Anuradhapura",3019,2812
2018,"Plantains","Polonnaruwa",293,868
2018,"Plantains","Badulla",2029,1943
2018,"Plantains","Monaragala",8766,6644
2018,"Plantains","Ratnapura",8728,5100
2018,"Plantains","Kegalle",2137,2147
2019,"Plantains","Colombo",500,334
2019,"Plantains","Gampaha",4752,2730
2019,"Plantains","Kaluthara",903,1157
2019,"Plantains","Kandy",4037,2877
2019,"Plantains","Matale",1629,1294
2019,"Plantains","Nuwara Eliya",256,606
2019,"Plantains","Galle",1718,1347
2019,"Plantains","Matara",1549,1657
2019,"Plantains","Hanbantota",4586,4041
2019,"Plantains","Jaffna",323,741
2019,"Plantains","Mannar",258,195
2019,"Plantains","Vavuniya",1969,339
2019,"Plantains","Mullativu",207,355
2019,"Plantains","Kilinochchi",2610,188
2019,"Plantains","Batticaloa",365,428
2019,"Plantains","Ampara",507,1466
2019,"Plantains","Trincomalee",1852,471
2019,"Plantains","Kurunegala",3338,3429
2019,"Plantains","Puttalam",2033,1580
2019,"Plantains","Anuradhapura",3497,3328
2019,"Plantains","Polonnaruwa",198,928
2019,"Plantains","Badulla",1757,1974
2019,"Plantains","Monaragala",6807,7054
2019,"Plantains","Ratnapura",8038,4332
2019,"Plantains","Kegalle",2452,1819
2020,"Plantains","Colombo",561,389.9
2020,"Plantains","Gampaha",4953,3030
2020,"Plantains","Kaluthara",967.6,1199
2020,"Plantains","Kandy",5789.7,2998.5
2020,"Plantains","Matale",1509.9,1322
2020,"Plantains","Nuwara Eliya",258,604
2020,"Plantains","Galle",1714.5,1416.8
2020,"Plantains","Matara",1636,1639
2020,"Plantains","Hanbantota",4585.2,4445.8
2020,"Plantains","Jaffna",1789,429
2020,"Plantains","Mannar",84.1,219.2
2020,"Plantains","Vavuniya",3141.4,349
2020,"Plantains","Mullativu",637.3,304.3
2020,"Plantains","Kilinochchi",5259.5,238.7
2020,"Plantains","Batticaloa",270,448.5
2020,"Plantains","Ampara",518.8,1445.6
2020,"Plantains","Trincomalee",4608,228
2020,"Plantains","Kurunegala",3495.7,3934
2020,"Plantains","Puttalam",8271,1452
2020,"Plantains","Anuradhapura",7115,3621
2020,"Plantains","Polonnaruwa",291.2,754.8
2020,"Plantains","Badulla",1770.5,2011.2
2020,"Plantains","Monaragala",6371.5,6275
2020,"Plantains","Ratnapura",8280.3,4444.9
2020,"Plantains","Kegalle",1732,1686
2021,"Plantains","Colombo",517.1,358.7
2021,"Plantains","Gampaha",2719.4,2484.7
2021,"Plantains","Kaluthara",1001.3,1197.7
2021,"Plantains","Kandy",3848.5,2756.6
2021,"Plantains","Matale",1496.1,1351.2
2021,"Plantains","Nuwara Eliya",299.3,638.7
2021,"Plantains","Galle",1879.4,1529.8
2021,"Plantains","Matara",1669.9,1680.9
2021,"Plantains","Hanbantota",4896.6,4035.1
2021,"Plantains","Jaffna",809.2,449.1
2021,"Plantains","Mannar",161.6,211.8
2021,"Plantains","Vavuniya",1510,276
2021,"Plantains","Mullativu",742.5,314.7
2021,"Plantains","Kilinochchi",5746.5,246.8
2021,"Plantains","Batticaloa",884,435.7
2021,"Plantains","Ampara",1700.3,577.2
2021,"Plantains","Trincomalee",1712.3,544.5
2021,"Plantains","Kurunegala",2501.4,3065.5
2021,"Plantains","Puttalam",884.4,1224.9
2021,"Plantains","Anuradhapura",9810,3475.1
2021,"Plantains","Polonnaruwa",371.7,804.1
2021,"Plantains","Badulla",1624.4,1636.2
2021,"Plantains","Monaragala",6038.4,5796.9
2021,"Plantains","Ratnapura",7412.4,4431.4
2021,"Plantains","Kegalle",1853.7,1907
2022,"Plantains","Colombo",642.3,347.8
2022,"Plantains","Gampaha",6018.6,2185.4
2022,"Plantains","Kaluthara",963.6,1132.1
2022,"Plantains","Kandy",4741.4,3164.1
2022,"Plantains","Matale",1776.9,1586.7
2022,"Plantains","Nuwara Eliya",380.7,744.2
2022,"Plantains","Galle",1756,1429.8
2022,"Plantains","Matara",1599.3,1676.6
2022,"Plantains","Hanbantota",5062.2,4272.3
2022,"Plantains","Jaffna",913.7,437.2
2022,"Plantains","Mannar",181.2,231.9
2022,"Plantains","Vavuniya",1999.6,335.3
2022,"Plantains","Mullativu",763.5,320.7
2022,"Plantains","Kilinochchi",5710.2,242
2022,"Plantains","Batticaloa",1022.9,428.8
2022,"Plantains","Ampara",676.9,1144.4
2022,"Plantains","Trincomalee",204.8,296.8
2022,"Plantains","Kurunegala",2669.3,3841.8
2022,"Plantains","Puttalam",1238.2,1396.4
2022,"Plantains","Anuradhapura",8563.5,2974.3
2022,"Plantains","Polonnaruwa",226.6,607.5
2022,"Plantains","Badulla",1219.4,1496.6
2022,"Plantains","Monaragala",4366.7,6016.3
2022,"Plantains","Ratnapura",7414.6,4240.3
2022,"Plantains","Kegalle",1486.3,2165.6
2023,"Plantains","Colombo",644.9,349.1
2023,"Plantains","Gampaha",4771.6,1910.9
2023,"Plantains","Kaluthara",969.3,1119.9
2023,"Plantains","Kandy",4918.6,3186.2
2023,"Plantains","Matale",1565.4,1431.6
2023,"Plantains","Nuwara Eliya",582.6,797
2023,"Plantains","Galle",1591.7,1276.1
2023,"Plantains","Matara",1507.3,1656.8
2023,"Plantains","Hanbantota",4476.8,4495.3
2023,"Plantains","Jaffna",493.3,383.5
2023,"Plantains","Mannar",163,231.5
2023,"Plantains","Vavuniya",3145,349.6
2023,"Plantains","Mullativu",229.6,331.9
2023,"Plantains","Kilinochchi",5619.8,238
2023,"Plantains","Batticaloa",1014.2,455.1
2023,"Plantains","Ampara",1548.2,1046
2023,"Plantains","Trincomalee",621.5,428.3
2023,"Plantains","Kurunegala",2318.4,3435.4
2023,"Plantains","Puttalam",846.8,1114.1
2023,"Plantains","Anuradhapura",6809.5,3254.6
2023,"Plantains","Polonnaruwa",174.8,650.7
2023,"Plantains","Badulla",1082.5,1352.2
2023,"Plantains","Monaragala",5661.9,5307
2023,"Plantains","Ratnapura",8018.3,4375.7
2023,"Plantains","Kegalle",1617.3,2161.3
2024,"Plantains","Colombo",596.5,322.5
2024,"Plantains","Gampaha",5516.3,2130.5
2024,"Plantains","Kaluthara",971.1,1125.4
2024,"Plantains","Kandy",4918.6,3186.2
2024,"Plantains","Matale",2072.7,1283.8
2024,"Plantains","Nuwara Eliya",581.7,792.2
2024,"Plantains","Galle",1590.2,1256.5
2024,"Plantains","Matara",1369.2,1472.8
2024,"Plantains","Hanbantota",4213.6,4196.8
2024,"Plantains","Jaffna",1087.3,447.4
2024,"Plantains","Mannar",163,231.5
2024,"Plantains","Vavuniya",3024.7,336.9
2024,"Plantains","Mullativu",217.4,328.3
2024,"Plantains","Kilinochchi",6970.1,240.6
2024,"Plantains","Batticaloa",707,418.1
2024,"Plantains","Ampara",627.5,1155.4
2024,"Plantains","Trincomalee",628.7,498.5
2024,"Plantains","Kurunegala",3223.3,3730.2
2024,"Plantains","Puttalam",1032.7,1348.4
2024,"Plantains","Anuradhapura",6641.5,2825.9
2024,"Plantains","Polonnaruwa",244.9,654.6
2024,"Plantains","Badulla",1214.4,1661.9
2024,"Plantains","Monaragala",5362.7,5288
2024,"Plantains","Ratnapura",6769.6,3107.4
2024,"Plantains","Kegalle",2140.1,2501.9
2001,"Papaws","Colombo",1279,192
2001,"Papaws","Gampaha",2444,306
2001,"Papaws","Kaluthara",1436,254
2001,"Papaws","Kandy",310,133
2001,"Papaws","Matale",618,137
2001,"Papaws","Nuwara Eliya",611,83
2001,"Papaws","Galle",1080,154
2001,"Papaws","Matara",786,155
2001,"Papaws","Hanbantota",754,126
2001,"Papaws","Jaffna",351,56
2001,"Papaws","Mannar",80,9
2001,"Papaws","Vavuniya",79,16
2001,"Papaws","Kilinochchi",15,6
2001,"Papaws","Batticaloa",232,40
2001,"Papaws","Ampara",791,85
2001,"Papaws","Trincomalee",362,39
2001,"Papaws","Kurunegala",2700,276
2001,"Papaws","Puttalam",516,101
2001,"Papaws","Anuradhapura",1477,130
2001,"Papaws","Polonnaruwa",1745,206
2001,"Papaws","Badulla",1456,164
2001,"Papaws","Monaragala",1070,110
2001,"Papaws","Ratnapura",1030,140
2001,"Papaws","Kegalle",522,95
2002,"Papaws","Colombo",1493,209
2002,"Papaws","Gampaha",1647,340
2002,"Papaws","Kaluthara",1146,224
2002,"Papaws","Kandy",287,127
2002,"Papaws","Matale",742,134
2002,"Papaws","Nuwara Eliya",581,80
2002,"Papaws","Galle",1182,150
2002,"Papaws","Matara",853,154
2002,"Papaws","Hanbantota",2695,321
2002,"Papaws","Jaffna",254,42
2002,"Papaws","Mannar",335,32
2002,"Papaws","Vavuniya",27,21
2002,"Papaws","Kilinochchi",15,6
2002,"Papaws","Batticaloa",243,42
2002,"Papaws","Ampara",793,66
2002,"Papaws","Trincomalee",299,34
2002,"Papaws","Kurunegala",2807,275
2002,"Papaws","Puttalam",570,105
2002,"Papaws","Anuradhapura",2258,212
2002,"Papaws","Polonnaruwa",2054,209
2002,"Papaws","Badulla",1691,176
2002,"Papaws","Monaragala",964,132
2002,"Papaws","Ratnapura",2019,309
2002,"Papaws","Kegalle",485,85
2003,"Papaws","Colombo",1127,168
2003,"Papaws","Gampaha",1347,320
2003,"Papaws","Kaluthara",1559,265
2003,"Papaws","Kandy",441,204
2003,"Papaws","Matale",1077,239
2003,"Papaws","Nuwara Eliya",757,107
2003,"Papaws","Galle",1595,169
2003,"Papaws","Matara",938,190
2003,"Papaws","Hanbantota",2948,393
2003,"Papaws","Jaffna",255,42
2003,"Papaws","Mannar",165,18
2003,"Papaws","Vavuniya",54,23
2003,"Papaws","Mullativu",105,32
2003,"Papaws","Kilinochchi",400,43
2003,"Papaws","Batticaloa",238,40
2003,"Papaws","Ampara",2300,577
2003,"Papaws","Trincomalee",171,32
2003,"Papaws","Kurunegala",2632,270
2003,"Papaws","Puttalam",931,217
2003,"Papaws","Anuradhapura",2877,278
2003,"Papaws","Polonnaruwa",1085,180
2003,"Papaws","Badulla",1787,173
2003,"Papaws","Monaragala",1715,197
2003,"Papaws","Ratnapura",1809,311
2003,"Papaws","Kegalle",650,119
2004,"Papaws","Colombo",517,77
2004,"Papaws","Gampaha",2107,437
2004,"Papaws","Kaluthara",1386,248
2004,"Papaws","Kandy",660,352
2004,"Papaws","Matale",1056,237
2004,"Papaws","Nuwara Eliya",809,116
2004,"Papaws","Galle",1750,166
2004,"Papaws","Matara",1330,239
2004,"Papaws","Hanbantota",3181,472
2004,"Papaws","Jaffna",242,41
2004,"Papaws","Mannar",290,27
2004,"Papaws","Vavuniya",30,21
2004,"Papaws","Mullativu",113,30
2004,"Papaws","Kilinochchi",405,43
2004,"Papaws","Batticaloa",284,45
2004,"Papaws","Ampara",1337,571
2004,"Papaws","Trincomalee",171,32
2004,"Papaws","Kurunegala",2335,252
2004,"Papaws","Puttalam",1412,210
2004,"Papaws","Anuradhapura",2811,270
2004,"Papaws","Polonnaruwa",1495,182
2004,"Papaws","Badulla",1804,190
2004,"Papaws","Monaragala",1543,173
2004,"Papaws","Ratnapura",1884,325
2004,"Papaws","Kegalle",705,129
2005,"Papaws","Colombo",703,110
2005,"Papaws","Gampaha",2231,448
2005,"Papaws","Kaluthara",1788,340
2005,"Papaws","Kandy",1265,364
2005,"Papaws","Matale",1258,221
2005,"Papaws","Nuwara Eliya",850,126
2005,"Papaws","Galle",1252,235
2005,"Papaws","Matara",1051,201
2005,"Papaws","Hanbantota",2190,387
2005,"Papaws","Jaffna",233,41
2005,"Papaws","Mannar",168,21
2005,"Papaws","Vavuniya",40,39
2005,"Papaws","Mullativu",119,32
2005,"Papaws","Kilinochchi",405,43
2005,"Papaws","Batticaloa",212,39
2005,"Papaws","Ampara",601,94
2005,"Papaws","Trincomalee",135,29
2005,"Papaws","Kurunegala",2016,259
2005,"Papaws","Puttalam",2359,304
2005,"Papaws","Anuradhapura",3087,403
2005,"Papaws","Polonnaruwa",1822,254
2005,"Papaws","Badulla",1578,192
2005,"Papaws","Monaragala",1325,180
2005,"Papaws","Ratnapura",1919,304
2005,"Papaws","Kegalle",695,135
2006,"Papaws","Colombo",419,127
2006,"Papaws","Gampaha",1376,414
2006,"Papaws","Kaluthara",1690,325
2006,"Papaws","Kandy",1400,394
2006,"Papaws","Matale",1446,233
2006,"Papaws","Nuwara Eliya",515,124
2006,"Papaws","Galle",1116,240
2006,"Papaws","Matara",1019,193
2006,"Papaws","Hanbantota",3573,469
2006,"Papaws","Jaffna",266,46
2006,"Papaws","Mannar",121,17
2006,"Papaws","Vavuniya",28,24
2006,"Papaws","Mullativu",144,35
2006,"Papaws","Kilinochchi",405,43
2006,"Papaws","Batticaloa",276,46
2006,"Papaws","Ampara",221,56
2006,"Papaws","Trincomalee",127,24
2006,"Papaws","Kurunegala",2374,263
2006,"Papaws","Puttalam",2359,304
2006,"Papaws","Anuradhapura",3770,405
2006,"Papaws","Polonnaruwa",2694,297
2006,"Papaws","Badulla",1733,221
2006,"Papaws","Monaragala",1570,208
2006,"Papaws","Ratnapura",2038,287
2006,"Papaws","Kegalle",681,131
2007,"Papaws","Colombo",785,152
2007,"Papaws","Gampaha",1803,550
2007,"Papaws","Kaluthara",2821,503
2007,"Papaws","Kandy",1552,336
2007,"Papaws","Matale",948,225
2007,"Papaws","Nuwara Eliya",803,130
2007,"Papaws","Galle",1910,250
2007,"Papaws","Matara",948,194
2007,"Papaws","Hanbantota",3476,479
2007,"Papaws","Jaffna",266,46
2007,"Papaws","Mannar",57,13
2007,"Papaws","Vavuniya",66,18
2007,"Papaws","Mullativu",144,35
2007,"Papaws","Kilinochchi",405,43
2007,"Papaws","Batticaloa",181,44
2007,"Papaws","Ampara",349,75
2007,"Papaws","Trincomalee",119,21
2007,"Papaws","Kurunegala",2342,341
2007,"Papaws","Puttalam",2645,280
2007,"Papaws","Anuradhapura",2357,541
2007,"Papaws","Polonnaruwa",1166,226
2007,"Papaws","Badulla",2567,262
